full_text_id	screening_id	dedup_group	title	year	authors	venue	doi	arxiv_id	sources	source_files	provenance	duplicate_row_count	title_abstract_decision	title_abstract_rationale	has_abstract	needs_metadata_lookup	retrieval_priority	retrieval_status	pdf_path	text_path	full_text_decision	ci1_persistence	ci2_evaluation	ci3_year	ci4_language	ci5_publication_type	ce1_no_cross_session_persistence	ce2_not_software_dev	ce3_no_evaluation	ce4_tutorial_editorial_or_descriptive_survey	ce5_duplicate_or_superseded	exclusion_code	full_text_rationale	reviewer	reviewed_at_utc	notes
FT0071	TA00841	D00841	Calico: Automated Knowledge Calibration and Diagnosis for Elevating AI Mastery in Code Tasks	2024	Qiu Y.	Issta 2024 Proceedings of the 33rd ACM SIGSOFT International Symposium on Software Testing and Analysis	10.1145/3650212.3680399		scopus	search/scopus-results-family-c-strong-memory-se.json	family_c_strong_memory_se; Conference Paper	0	maybe	Knowledge calibration for code tasks is ambiguous without an abstract; verify whether it is explicit persistent agent knowledge.	no	yes	2_missing_abstract_maybe	ok	search/full-texts/pdf/FT0071_TA00841_calico-automated-knowledge-calibration-and-diagnosis-for-elevating-ai-mastery-in.pdf	search/full-texts/text/FT0071_TA00841_calico-automated-knowledge-calibration-and-diagnosis-for-elevating-ai-mastery-in.txt	exclude	no	yes	yes	yes	yes	yes	no	no	no	no	CE1	Full text shows Calico identifies LLM code-structure knowledge gaps and injects annotations into the current source code for code tasks; it does not provide an agent-owned memory artifact that is updated and reused across sessions or independent tasks.	codex_full_text_001	2026-04-28T21:41:55Z	Batch 013 missing-abstract title/metadata triage. | missing abstract; verify metadata/full text | retrieval failed: no_pdf_url | retrieval ok via manual_url | Full-text batch 001 missing-abstract retrieved records.
FT0072	TA00849	D00849	Self-Evolving Programs: A Novel Approach Leveraging LLMs and Quine Programs	2024	Saghiri A.M.	1st International Conference on Computing Internet of Things and Microwave Systems Iccims 2024	10.1109/iccims61672.2024.10690672		scopus	search/scopus-results-family-c-strong-memory-se.json	family_c_strong_memory_se; Conference Paper	0	maybe	Self-evolving programs with LLMs may be relevant to agent self-improvement, but missing abstract prevents confirming persistence and evaluation.	no	yes	2_missing_abstract_maybe	ok	search/full-texts/pdf/FT0072_TA00849_self-evolving-programs-a-novel-approach-leveraging-llms-and-quine-programs.pdf	search/full-texts/text/FT0072_TA00849_self-evolving-programs-a-novel-approach-leveraging-llms-and-quine-programs.txt	exclude	no	yes	yes	yes	yes	yes	no	no	no	no	CE1	Full text proposes LLM plus Quine self-modifying software for blockchain defense and reports simulation results, but it does not store and reuse explicit knowledge or experience across coding-agent sessions or independent tasks.	codex_full_text_001	2026-04-28T21:41:55Z	Batch 013 missing-abstract title/metadata triage. | missing abstract; verify metadata/full text | retrieval failed: not_open_access | retrieval ok via manual_url | Full-text batch 001 missing-abstract retrieved records.
FT0073	TA00776	D00776	MAAP: A Self-Evolving Multi-Agent Automated Vulnerability Repair Framework for Python	2025	Chen J.	Proceedings Asia Pacific Software Engineering Conference APSEC	10.1109/apsec66846.2025.00024		scopus	search/scopus-results-family-a-coding-agent-memory.json	family_a_coding_agent_memory; Conference Paper	0	maybe	Self-evolving multi-agent vulnerability-repair framework may be a persistence candidate, but missing abstract requires full-text verification.	no	yes	2_missing_abstract_maybe	failed	search/full-texts/pdf/FT0073_TA00776_maap-a-self-evolving-multi-agent-automated-vulnerability-repair-framework-for-py.pdf	search/full-texts/text/FT0073_TA00776_maap-a-self-evolving-multi-agent-automated-vulnerability-repair-framework-for-py.txt	not_retrieved												No public full text or OA PDF was retrieved after documented Researchr, DBLP/OpenAlex, Unpaywall, and ResearchGate checks; the record is closed/publisher-only as of 2026-04-28 and is carried forward as report not retrieved rather than an eligibility exclusion.	codex_full_text_020	2026-04-29T00:43:47Z	Batch 013 missing-abstract title/metadata triage. | missing abstract; verify metadata/full text | retrieval failed: not_open_access | manual access check: Researchr/DBLP/OpenAlex/Unpaywall/ResearchGate checked; no public full text or OA PDF found as of 2026-04-28 | Full-text batch 020 no-full-text resolution; proceeding without MAAP per documented access attempts.
FT0074	TA00835	D00835	Hierarchical Knowledge Injection for Improving LLM-based Program Repair	2025	Ehsani R.	Proceedings 2025 40th IEEE ACM International Conference on Automated Software Engineering Ase 2025	10.1109/ase63991.2025.00122		scopus	search/scopus-results-family-c-strong-memory-se.json	family_c_strong_memory_se; Conference Paper	0	maybe	Knowledge-injection program-repair title is ambiguous without an abstract; verify whether it includes explicit cross-task persistence.	no	yes	2_missing_abstract_maybe	ok	search/full-texts/pdf/FT0074_TA00835_hierarchical-knowledge-injection-for-improving-llm-based-program-repair.pdf	search/full-texts/text/FT0074_TA00835_hierarchical-knowledge-injection-for-improving-llm-based-program-repair.txt	exclude	no	yes	yes	yes	yes	yes	no	no	no	no	CE1	Full text uses layered prompt context from bug, repository, and project sources for each program-repair instance; this is context injection/retrieval without a cross-session write-back memory or accumulated reusable experience mechanism.	codex_full_text_001	2026-04-28T21:41:55Z	Batch 013 missing-abstract title/metadata triage. | missing abstract; verify metadata/full text | retrieval ok via unpaywall | Full-text batch 001 missing-abstract retrieved records.
FT0075	TA01303	D01303	KernelEvolve: Scaling Agentic Kernel Coding for Heterogeneous AI Accelerators at Meta	2025	KernelEvolve Team; Meta Platforms		10.48550/arxiv.2512.23236	2512.23236	citations	search/results-citations.json	backward | backward_from=dong2026kernelblaster	0	maybe	Agentic kernel-coding evolution may be relevant, but missing abstract prevents confirming cross-session persistence.	no	yes	2_missing_abstract_maybe	ok	search/full-texts/pdf/FT0075_TA01303_kernelevolve-scaling-agentic-kernel-coding-for-heterogeneous-ai-accelerators-at.pdf	search/full-texts/text/FT0075_TA01303_kernelevolve-scaling-agentic-kernel-coding-for-heterogeneous-ai-accelerators-at.txt	include	yes	yes	yes	yes	yes	no	no	no	no	no		Full text describes an agentic kernel-coding framework with a persistent knowledge base and metadata store that enable continuous knowledge accumulation, checkpointing, and cross-session knowledge reuse, and it evaluates correctness/performance on KernelBench and production operator-platform configurations.	codex_full_text_001	2026-04-28T21:41:55Z	Batch 013 missing-abstract title/metadata triage. | missing abstract; verify metadata/full text | retrieval ok via arxiv | Full-text batch 001 missing-abstract retrieved records.
FT0076	TA00822	D00822	SEED-APR: A closed-loop self-evolving framework for automated program repair	2026	Jiang S.	Systems and Soft Computing	10.1016/j.sasc.2026.200463		scopus	search/scopus-results-family-c-strong-memory-se.json	family_c_strong_memory_se; Article	0	maybe	Closed-loop self-evolving automated-program-repair framework may involve cross-task persistence, but missing abstract requires full-text verification.	no	yes	2_missing_abstract_maybe	failed	search/full-texts/pdf/FT0076_TA00822_seed-apr-a-closed-loop-self-evolving-framework-for-automated-program-repair.pdf	search/full-texts/text/FT0076_TA00822_seed-apr-a-closed-loop-self-evolving-framework-for-automated-program-repair.txt	exclude	no	yes	yes	yes	yes	yes	no	no	no	no	CE1	Publisher abstract and OA metadata describe SEED-APR as a self-evolving APR framework whose repair strategy is refined through LoRA-based gradient updates from runtime feedback; this is parametric self-evolution/fine-tuning rather than an explicit retrievable memory or experience store persisted and reused by an agent across sessions or independent tasks.	codex_full_text_019	2026-04-28T22:47:57Z	Batch 013 missing-abstract title/metadata triage. | missing abstract; verify metadata/full text | retrieval failed: no_pdf_url | Full-text batch 019 publisher-abstract resolution after PDF/full-text route remained unavailable; access attempts documented through ScienceDirect, OpenAlex, Unpaywall, and ResearchGate metadata.
FT0077	TA00824	D00824	ODEL: An Experience-Augmented Self-Evolving Framework for Efficient Python-to-C++ Code Translation	2026	Feng K.	Applied Sciences Switzerland	10.3390/app16031506		scopus	search/scopus-results-family-c-strong-memory-se.json	family_c_strong_memory_se; Article	0	maybe	Experience-augmented self-evolving code-translation framework is a likely persistence candidate, but missing abstract requires full-text verification.	no	yes	2_missing_abstract_maybe	ok	search/full-texts/pdf/FT0077_TA00824_odel-an-experience-augmented-self-evolving-framework-for-efficient-python-to-c-c.pdf	search/full-texts/text/FT0077_TA00824_odel-an-experience-augmented-self-evolving-framework-for-efficient-python-to-c-c.txt	include	yes	yes	yes	yes	yes	no	no	no	no	no		Full text describes structured experience records generated after verification failures, accumulated and reused across later Python-to-C++ translation phases, with HumanEval-X evaluation and reported Pass@k improvements.	codex_full_text_001	2026-04-28T21:41:55Z	Batch 013 missing-abstract title/metadata triage. | missing abstract; verify metadata/full text | retrieval failed: oa_pdf_http_403 | retrieval failed: manual_url_http_403 | retrieval ok via manual_url | Full-text batch 001 missing-abstract retrieved records.
FT0078	TA00857	D00857	Enhancing Rendering Performance in Complex Visualizations by using Optimization Techniques and Algorithms in Browser Environments	2024	Sanja Brekalo; Klaudio Pap; Bruno Trstenjak	Engineering, Technology & Applied Science Research	10.48084/etasr.7201		citations	search/results-citations.json	backward | backward_from=shen2026structurally	0	maybe	Malformed title and missing metadata prevent reliable title/abstract screening; requires metadata lookup.	no	yes	2_missing_abstract_maybe	ok	search/full-texts/pdf/FT0078_TA00857_enhancing.pdf	search/full-texts/text/FT0078_TA00857_enhancing.txt	exclude	uncertain	yes	yes	yes	yes	no	yes	no	no	no	CE2	Manual metadata lookup and full text resolve the malformed citation to a browser-visualization optimization study; it reports p5.js rendering optimizations, not an AI coding-agent or software-engineering agent memory/persistence mechanism.	codex_full_text_018	2026-04-28T22:41:55Z	Batch 013 missing-abstract title/metadata triage. | missing abstract; verify metadata/full text | retrieval failed: no_fetch_route | manual metadata resolved; public ETASR PDF retrieved | retrieval ok via manual_url | Full-text batch 018 manual metadata/access resolution.
FT0079	TA01595	D01595	S ELF -A DAPTING A GENTS FOR A UTOMATING R ESEARCH C ODING W ORKFLOWS		Balaji Dinesh Gangireddi; Aniketh Garikaparthi; Manasi Patwardhan; Arman Cohan				citations	search/results-citations.json	forward | forward_from=xia2025livesweagent;zhang2025darwingodel	0	maybe	Self-adapting agents for research coding workflows may be relevant, but missing year and abstract require metadata/full-text verification.	no	yes	2_missing_abstract_maybe	ok	search/full-texts/pdf/FT0079_TA01595_s-elf-a-dapting-a-gents-for-a-utomating-r-esearch-c-oding-w-orkflows.pdf	search/full-texts/text/FT0079_TA01595_s-elf-a-dapting-a-gents-for-a-utomating-r-esearch-c-oding-w-orkflows.txt	include	yes	yes	yes	yes	yes	no	no	no	no	no		Full text describes SARE as a research-coding agent with a persistent global training context and cumulative cheatsheet that stores reusable strategies across tasks, evaluated on SUPER, ResearchCodeBench, and ScienceAgentBench.	codex_full_text_001	2026-04-28T21:41:55Z	Batch 013 missing-abstract title/metadata triage. | missing abstract; verify metadata/full text | retrieval failed: no_fetch_route | retrieval ok via manual_url | Full-text batch 001 missing-abstract retrieved records.
FT0080	TA01629	D01629	Self-Defining Systems	2025	Thomas S. Anderson; Ratul Mahajan; Simon Peter; Luke S. Zettlemoyer	University of Washington white paper			citations	search/results-citations.json	forward | forward_from=zhang2025darwingodel	0	maybe	Self-defining systems title is potentially relevant to self-improving systems, but missing year and abstract require metadata/full-text verification.	no	yes	2_missing_abstract_maybe	ok	search/full-texts/pdf/FT0080_TA01629_self-defining-systems.pdf	search/full-texts/text/FT0080_TA01629_self-defining-systems.txt	include	yes	yes	yes	yes	yes	no	no	no	no	no		Full text describes Self-Defining Systems as an AI-agent workflow for infrastructure/software-system design, including a persistent agent-authored deployment playbook distilled from prior failures and reused on fresh VM deployments; it reports quantitative case-study results for two LLM runtime implementations, throughput, development time, and deployment-time reduction.	codex_full_text_018	2026-04-28T22:41:55Z	Batch 013 missing-abstract title/metadata triage. | missing abstract; verify metadata/full text | retrieval failed: no_fetch_route | manual metadata resolved; public University of Washington white paper PDF retrieved | retrieval ok via manual_url | Full-text batch 018 manual metadata/access resolution; boundary include as systems-development/coding-agent case-study evidence.
FT0081	TA00312	D00312	L2MAC: Large Language Model Automatic Computer for Extensive Code Generation	2023	Holt S.	arXiv	10.48550/arXiv.2310.02003	2310.02003	arxiv_chunk; scopus	search/arxiv-query-chunk-results.tsv; search/scopus-results-family-b-generic-agent-memory-se.json	cs.SE;cs.AI;cs.LG;cs.PL; family_b_generic_agent_memory_se; Conference Paper	2	maybe	L2MAC has explicit memory components for code generation, but full text should verify whether memory persists across independent tasks or only within long-output generation.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0081_TA00312_l2mac-large-language-model-automatic-computer-for-extensive-code-generation.pdf	search/full-texts/text/FT0081_TA00312_l2mac-large-language-model-automatic-computer-for-extensive-code-generation.txt	exclude	no	yes	yes	yes	yes	yes	no	no	no	no	CE1	Full text describes Code-L2MAC using an external memory file store for long codebase generation within a single user-specified task; the file store is read and updated during that generation workflow, but the paper does not establish persistence or reuse across independent sessions or tasks.	codex_full_text_009	2026-04-28T22:08:11Z	Calibration batch 002. | retrieval ok via arxiv | Full-text batch 009 retrieved title/abstract maybe records; four failed-retrieval rows remain parked for manual access.
FT0082	TA00712	D00712	Self-Taught Optimizer (STOP): Recursively Self-Improving Code Generation	2023	E. Zelikman; Eliana Lorch; L. Mackey; A. Kalai	arXiv	10.48550/arXiv.2310.02304	2310.02304	arxiv_chunk; citations	search/arxiv-query-chunk-results.tsv; search/results-citations.json	cs.CL;cs.AI;cs.LG;stat.ML; backward | backward_from=weng2026groupevolving	1	maybe	STOP recursively improves scaffolding code; full text should verify coding-agent scope and eligible persistent self-improvement.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0082_TA00712_self-taught-optimizer-stop-recursively-self-improving-code-generation.pdf	search/full-texts/text/FT0082_TA00712_self-taught-optimizer-stop-recursively-self-improving-code-generation.txt	include	yes	yes	yes	yes	yes	no	no	no	no	no		Full text describes STOP recursively self-improving its own code-generation improver across iterations, preserving improved improver code and showing transfer to new downstream algorithmic/code-generation tasks with quantitative results.	codex_full_text_009	2026-04-28T22:08:11Z	Calibration batch 001. | retrieval ok via arxiv | Full-text batch 009 retrieved title/abstract maybe records; boundary include for self-improving code-generation scaffolding.
